season_id,scryfallId,card_name,archetype,games_played,games_won,game_winrate
Season-5,b3c1e5e3-4e6b-456a-958c-7a75c38f8183,,Aggro,10,3,0.3
Season-5,b3c1e5e3-4e6b-456a-958c-7a75c38f8183,,Control,9,6,0.6666666666666666
Season-5,b3da28c7-6e92-439d-a163-91682d4f11dc,Shattered Landscape,Aggro,9,3,0.3333333333333333
Season-5,b3da28c7-6e92-439d-a163-91682d4f11dc,Shattered Landscape,Combo,10,3,0.3
Season-5,b3da28c7-6e92-439d-a163-91682d4f11dc,Shattered Landscape,Combo-Control,9,2,0.2222222222222222
Season-5,b3dd3c7d-4685-4579-b483-14ddaaaddf5b,Scythecat Cub,Aggro,22,14,0.6363636363636364
Season-5,b3dd3c7d-4685-4579-b483-14ddaaaddf5b,Scythecat Cub,Control-Aggro (Midrange),20,9,0.45
Season-5,b50e1800-a45c-43bd-8886-8a06145d9346,Recurring Nightmare,Combo,9,2,0.2222222222222222
Season-5,b51666ae-2aef-4cb1-9cd4-44aec81530f8,Griselbrand,Combo,18,6,0.3333333333333333
Season-5,b598c93e-dae1-4d71-a9e4-917abf76d2d0,Raucous Theater,Aggro,9,3,0.3333333333333333
Season-5,b5aaaee0-9a61-45df-821e-cce516f8de6a,Old One Eye,Control-Aggro (Midrange),11,3,0.2727272727272727
Season-5,b6876d9e-0908-43ac-8542-09c7aa02b5ba,Tarmogoyf,Control,8,2,0.25
Season-5,b6876d9e-0908-43ac-8542-09c7aa02b5ba,Tarmogoyf,Control-Aggro (Midrange),9,6,0.6666666666666666
Season-5,b689a206-aec3-4a31-95cf-3d4b840db04c,Securitron Squadron,Aggro,9,5,0.5555555555555556
Season-5,b6cb2549-e485-44d6-9d65-7605c568909e,Unearth,Aggro,9,3,0.3333333333333333
Season-5,b6cb2549-e485-44d6-9d65-7605c568909e,Unearth,Combo,10,6,0.6
Season-5,b6cb2549-e485-44d6-9d65-7605c568909e,Unearth,Control,9,5,0.5555555555555556
Season-5,b768efa2-e56b-4a7e-ace8-d673f10e0714,Birthing Pod,Control,11,5,0.4545454545454545
Season-5,b83cfbaa-7890-4f6f-878b-4edb45677371,Skyclave Apparition,Aggro,21,12,0.5714285714285714
Season-5,b83cfbaa-7890-4f6f-878b-4edb45677371,Skyclave Apparition,Control,20,9,0.45
Season-5,b841bfa8-7c17-4df2-8466-780ab9a4a53a,Fabled Passage,Aggro,11,8,0.7272727272727273
Season-5,b841bfa8-7c17-4df2-8466-780ab9a4a53a,Fabled Passage,Aggro-Combo,8,4,0.5
Season-5,b841bfa8-7c17-4df2-8466-780ab9a4a53a,Fabled Passage,Combo,17,10,0.5882352941176471
Season-5,b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd,Helping Hand,Aggro,11,7,0.6363636363636364
Season-5,b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd,Helping Hand,Control,18,7,0.3888888888888889
Season-5,b90331d4-74f0-43bf-8ed2-f8616d782859,Basalt Monolith,Combo,19,10,0.5263157894736842
Season-5,bb41ff5c-9617-4033-a4fa-99323640b9c3,Duress,Combo,20,12,0.6
Season-5,bb41ff5c-9617-4033-a4fa-99323640b9c3,Duress,Control,9,5,0.5555555555555556
Season-5,bb9ad57f-cca2-4717-a951-cbe3c7782efe,Recruiter of the Guard,Aggro,19,9,0.4736842105263157
Season-5,bbec97ff-bb84-4496-9e09-d4fc1570c516,Mawloc,Aggro,22,15,0.6818181818181818
Season-5,bbec97ff-bb84-4496-9e09-d4fc1570c516,Mawloc,Control-Aggro (Midrange),9,6,0.6666666666666666
Season-5,bd3d4b4b-cf31-4f89-8140-9650edb03c7b,Ancient Tomb,Aggro,9,4,0.4444444444444444
Season-5,bd3d4b4b-cf31-4f89-8140-9650edb03c7b,Ancient Tomb,Combo,10,5,0.5
Season-5,bd3d4b4b-cf31-4f89-8140-9650edb03c7b,Ancient Tomb,Control,9,6,0.6666666666666666
Season-5,bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd,Black Lotus,Aggro,9,3,0.3333333333333333
Season-5,bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd,Black Lotus,Combo,10,6,0.6
Season-5,bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd,Black Lotus,Control,19,13,0.6842105263157895
Season-5,be77b98a-dd79-477c-8ab2-7ebf5637a89e,Headliner Scarlett,Aggro,8,6,0.75
Season-5,be77b98a-dd79-477c-8ab2-7ebf5637a89e,Headliner Scarlett,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,be77b98a-dd79-477c-8ab2-7ebf5637a89e,Headliner Scarlett,Combo,10,6,0.6
Season-5,bf220c06-3cce-4bdd-aa58-83940c223e9c,Commercial District,Aggro,11,7,0.6363636363636364
Season-5,bf4b9a8a-b42a-46fb-b0d0-9cf800f63c8a,"Emry, Lurker of the Loch",Combo,8,2,0.25
Season-5,bf4b9a8a-b42a-46fb-b0d0-9cf800f63c8a,"Emry, Lurker of the Loch",Control,8,2,0.25
Season-5,bfa4e927-1d6f-4a64-9801-7d168a5ef3f6,Astrologian's Planisphere,Combo,9,3,0.3333333333333333
Season-5,bfa4e927-1d6f-4a64-9801-7d168a5ef3f6,Astrologian's Planisphere,Control,8,2,0.25
Season-5,c17816e8-28b1-4295-a637-efb0e5c18873,Lush Portico,Aggro,11,7,0.6363636363636364
Season-5,c17816e8-28b1-4295-a637-efb0e5c18873,Lush Portico,Control,8,2,0.25
Season-5,c17816e8-28b1-4295-a637-efb0e5c18873,Lush Portico,Control-Aggro (Midrange),11,3,0.2727272727272727
Season-5,c1e0f201-42cb-46a1-901a-65bb4fc18f6c,Urza's Saga,Combo,10,6,0.6
Season-5,c1e0f201-42cb-46a1-901a-65bb4fc18f6c,Urza's Saga,Control,19,13,0.6842105263157895
Season-5,c2089ec9-0665-448f-bfe9-d181de127814,Brazen Borrower // Petty Theft,Combo,7,7,1.0
Season-5,c2089ec9-0665-448f-bfe9-d181de127814,Brazen Borrower // Petty Theft,Control,26,15,0.5769230769230769
Season-5,c3896705-bbd2-4ffb-a590-ee78e0eabdc5,Long Goodbye,Combo,10,3,0.3
Season-5,c3896705-bbd2-4ffb-a590-ee78e0eabdc5,Long Goodbye,Combo-Control,9,2,0.2222222222222222
Season-5,c565f8fe-acf7-40dd-8100-8f692d1e232c,,Control,9,4,0.4444444444444444
Season-5,c565f8fe-acf7-40dd-8100-8f692d1e232c,,Control-Aggro (Midrange),9,4,0.4444444444444444
Season-5,c78da035-6b5b-4136-9ab6-f622b64fdc54,Unstoppable Slasher,Combo,20,9,0.45
Season-5,c78da035-6b5b-4136-9ab6-f622b64fdc54,Unstoppable Slasher,Control,18,8,0.4444444444444444
Season-5,c7bbb911-9de2-455d-9677-e1004db65dbd,"Chandra, Torch of Defiance",Aggro,21,10,0.4761904761904761
Season-5,c7bbb911-9de2-455d-9677-e1004db65dbd,"Chandra, Torch of Defiance",Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,c8090bcf-e17a-4110-a518-77ccd045b18f,Charming Scoundrel,Aggro,20,12,0.6
Season-5,c86b8a75-9e31-4a44-95b8-c83b9a49646f,Ocelot Pride,Aggro,32,18,0.5625
Season-5,c86b8a75-9e31-4a44-95b8-c83b9a49646f,Ocelot Pride,Combo,10,3,0.3
Season-5,c8f0b123-fdb0-4f3e-ba78-fa155c227e20,Greasewrench Goblin,Aggro-Control (Tempo),10,6,0.6
Season-5,c8f0b123-fdb0-4f3e-ba78-fa155c227e20,Greasewrench Goblin,Combo,10,6,0.6
Season-5,ca4c8b04-66af-4cb3-8003-9088d8344b20,Alpha Deathclaw,Control,9,6,0.6666666666666666
Season-5,cb94a02f-4660-45b6-8a39-941b710cf8f3,Collective Brutality,Combo,19,7,0.3684210526315789
Season-5,cb94a02f-4660-45b6-8a39-941b710cf8f3,Collective Brutality,Control,18,7,0.3888888888888889
Season-5,cc520518-2063-4b57-a0d4-10cf62a7175e,Zagoth Triome,Control,17,6,0.3529411764705882
Season-5,cc520518-2063-4b57-a0d4-10cf62a7175e,Zagoth Triome,Control-Aggro (Midrange),9,4,0.4444444444444444
Season-5,cdfadb17-76ad-4d4d-9fa7-33c4b88b4c0a,,Aggro,11,8,0.7272727272727273
Season-5,ce35e6fb-ff54-44c4-a216-7ddd37f46882,Screaming Nemesis,Aggro,28,16,0.5714285714285714
Season-5,ce35e6fb-ff54-44c4-a216-7ddd37f46882,Screaming Nemesis,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,ce648aa3-098b-4af0-a433-fd290bc85904,Balance,Combo,10,6,0.6
Season-5,ce648aa3-098b-4af0-a433-fd290bc85904,Balance,Combo-Control,9,2,0.2222222222222222
Season-5,ce648aa3-098b-4af0-a433-fd290bc85904,Balance,Control,9,6,0.6666666666666666
Season-5,cea3b218-0e6e-443a-84f7-380f1021e8e1,Barrowgoyf,Combo,19,7,0.3684210526315789
Season-5,cea3b218-0e6e-443a-84f7-380f1021e8e1,Barrowgoyf,Control,18,7,0.3888888888888889
Season-5,cf3eb762-6c3f-4b11-a4f9-968f79370217,Mystic Confluence,Combo,29,18,0.6206896551724138
Season-5,cf3eb762-6c3f-4b11-a4f9-968f79370217,Mystic Confluence,Control,9,6,0.6666666666666666
Season-5,d0e3e7b3-7ba9-47a2-b46c-a40bffb445e2,Twisted Landscape,Combo,10,6,0.6
Season-5,d0e3e7b3-7ba9-47a2-b46c-a40bffb445e2,Twisted Landscape,Combo-Control,10,8,0.8
Season-5,d0e3e7b3-7ba9-47a2-b46c-a40bffb445e2,Twisted Landscape,Control,10,5,0.5
Season-5,d13a898e-6a97-4fd9-980e-3bfd8d755386,Tarfire,Aggro,20,8,0.4
Season-5,d13a898e-6a97-4fd9-980e-3bfd8d755386,Tarfire,Aggro-Control (Tempo),10,6,0.6
Season-5,d13a898e-6a97-4fd9-980e-3bfd8d755386,Tarfire,Control,9,5,0.5555555555555556
Season-5,d2507bc2-da17-4e46-b4c5-ba0080ce2c6f,Rishadan Port,Aggro-Combo,8,4,0.5
Season-5,d2507bc2-da17-4e46-b4c5-ba0080ce2c6f,Rishadan Port,Control,9,6,0.6666666666666666
Season-5,d2507bc2-da17-4e46-b4c5-ba0080ce2c6f,Rishadan Port,Control-Aggro (Midrange),9,4,0.4444444444444444
Season-5,d2e27911-87cb-49a0-a34f-6afe4bddd592,Phyrexian Metamorph,Combo,17,4,0.2352941176470588
Season-5,d2e27911-87cb-49a0-a34f-6afe4bddd592,Phyrexian Metamorph,Control,17,5,0.2941176470588235
Season-5,d40b65c1-b24d-492d-81b9-d8474ebdc08c,Sylvan Caryatid,Aggro,11,8,0.7272727272727273
Season-5,d40b65c1-b24d-492d-81b9-d8474ebdc08c,Sylvan Caryatid,Control,17,6,0.3529411764705882
Season-5,d51269cf-a333-4a64-94cd-245798d840d2,Elder Gargaroth,Aggro,11,8,0.7272727272727273
Season-5,d51269cf-a333-4a64-94cd-245798d840d2,Elder Gargaroth,Control,11,5,0.4545454545454545
Season-5,d5806e68-1054-458e-866d-1f2470f682b2,The One Ring,Aggro,11,7,0.6363636363636364
Season-5,d5806e68-1054-458e-866d-1f2470f682b2,The One Ring,Combo,10,7,0.7
Season-5,d5806e68-1054-458e-866d-1f2470f682b2,The One Ring,Control,8,2,0.25
Season-5,d5806e68-1054-458e-866d-1f2470f682b2,The One Ring,Control-Aggro (Midrange),11,3,0.2727272727272727
Season-5,d67be074-cdd4-41d9-ac89-0a0456c4e4b2,"Sheoldred, the Apocalypse",Combo,10,5,0.5
Season-5,d67be074-cdd4-41d9-ac89-0a0456c4e4b2,"Sheoldred, the Apocalypse",Combo-Control,9,2,0.2222222222222222
Season-5,d67be074-cdd4-41d9-ac89-0a0456c4e4b2,"Sheoldred, the Apocalypse",Control,19,10,0.5263157894736842
Season-5,d6ec3293-b09e-4931-ac4e-dc5eac0ca004,Mana Vault,Combo,27,10,0.3703703703703703
Season-5,d6ec3293-b09e-4931-ac4e-dc5eac0ca004,Mana Vault,Combo-Control,9,2,0.2222222222222222
Season-5,d7a8cc1d-aabb-4eb6-b0f1-6c93ec246f61,Court of Garenbrig,Aggro-Combo,8,4,0.5
Season-5,d9482aab-6ddf-48e1-84fa-b13d5ff81e69,,Control-Aggro (Midrange),9,4,0.4444444444444444
Season-5,da13a060-36ee-41e9-bab1-af8ddcc893b8,,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,da13a060-36ee-41e9-bab1-af8ddcc893b8,,Control,10,5,0.5
Season-5,db2a5e85-6cbc-43c1-9362-4056ad017ef0,,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,dcb94950-3f3e-4876-84f8-d5e4d9cfecee,Charming Prince,Aggro,19,7,0.3684210526315789
Season-5,dcb94950-3f3e-4876-84f8-d5e4d9cfecee,Charming Prince,Control,9,2,0.2222222222222222
Season-5,dd16222e-349c-4a2b-a7c8-8eb35a8ab332,Static Prison,Aggro,19,7,0.3684210526315789
Season-5,dd16222e-349c-4a2b-a7c8-8eb35a8ab332,Static Prison,Control,17,8,0.4705882352941176
Season-5,de0e01e4-e143-47fd-8565-7b48219bb546,Goldvein Hydra,Aggro,11,7,0.6363636363636364
Season-5,de0e01e4-e143-47fd-8565-7b48219bb546,Goldvein Hydra,Control,9,4,0.4444444444444444
Season-5,de0e01e4-e143-47fd-8565-7b48219bb546,Goldvein Hydra,Control-Aggro (Midrange),11,3,0.2727272727272727
Season-5,df3784d4-80cd-4f78-afb3-d61f3bab5b2c,Zealous Conscripts,Combo-Control,10,5,0.5
Season-5,df9d9075-2d1e-4848-b661-816d539e05eb,Emperor of Bones,Combo,9,2,0.2222222222222222
Season-5,df9d9075-2d1e-4848-b661-816d539e05eb,Emperor of Bones,Control,26,10,0.3846153846153846
Season-5,e16ab44e-4257-4c0c-b705-8ac1e9c1d835,Touch the Spirit Realm,Aggro,8,6,0.75
Season-5,e2312c49-1627-47ad-8113-78a999a97d8d,Contaminated Landscape,Control,9,2,0.2222222222222222
Season-5,e41cf82d-3213-47ce-a015-6e51a8b07e4f,Questing Beast,Aggro,11,8,0.7272727272727273
Season-5,e41cf82d-3213-47ce-a015-6e51a8b07e4f,Questing Beast,Aggro-Combo,8,4,0.5
Season-5,e41cf82d-3213-47ce-a015-6e51a8b07e4f,Questing Beast,Control-Aggro (Midrange),9,6,0.6666666666666666
Season-5,e4775a26-0b66-40e9-8f64-41d9308ca032,"Surrak, Elusive Hunter",Aggro,20,12,0.6
Season-5,e4775a26-0b66-40e9-8f64-41d9308ca032,"Surrak, Elusive Hunter",Aggro-Combo,8,4,0.5
Season-5,e4775a26-0b66-40e9-8f64-41d9308ca032,"Surrak, Elusive Hunter",Control-Aggro (Midrange),9,6,0.6666666666666666
Season-5,e4e6794a-feeb-4fc8-a2ee-38c75c18aaae,Heartless Act,Aggro,9,3,0.3333333333333333
Season-5,e4e6794a-feeb-4fc8-a2ee-38c75c18aaae,Heartless Act,Control,17,7,0.4117647058823529
Season-5,e5145f31-a4ac-44ef-8f85-e4d95f2c9ff5,Library of Alexandria,Combo,10,6,0.6
Season-5,e5145f31-a4ac-44ef-8f85-e4d95f2c9ff5,Library of Alexandria,Combo-Control,20,13,0.65
Season-5,e5145f31-a4ac-44ef-8f85-e4d95f2c9ff5,Library of Alexandria,Control,10,5,0.5
Season-5,e58e681e-a069-4414-aafe-634c7987fd0d,Swords to Plowshares,Aggro,19,13,0.6842105263157895
Season-5,e58e681e-a069-4414-aafe-634c7987fd0d,Swords to Plowshares,Combo,10,3,0.3
Season-5,e58e681e-a069-4414-aafe-634c7987fd0d,Swords to Plowshares,Control,8,5,0.625
Season-5,e6befbc4-1320-4f26-bd9f-b1814fedda10,Grief,Combo,19,10,0.5263157894736842
Season-5,e6befbc4-1320-4f26-bd9f-b1814fedda10,Grief,Control,9,5,0.5555555555555556
Season-5,e6d7fba8-a157-4d81-9d6b-bd210a96b248,Gleemox,Aggro,10,3,0.3
Season-5,e6d7fba8-a157-4d81-9d6b-bd210a96b248,Gleemox,Combo,20,13,0.65
Season-5,e6d7fba8-a157-4d81-9d6b-bd210a96b248,Gleemox,Control-Aggro (Midrange),11,3,0.2727272727272727
Season-5,e7b3ddca-69ef-4743-897b-57c58077db24,Time Warp,Aggro-Control (Tempo),10,6,0.6
Season-5,e7b3ddca-69ef-4743-897b-57c58077db24,Time Warp,Control-Aggro (Midrange),9,4,0.4444444444444444
Season-5,e7c53ba4-9956-4cd6-85ca-2d6b61a5127c,Dance of the Dead,Combo,9,2,0.2222222222222222
Season-5,e9a268ba-c442-4fe4-90b4-2810c8474f4e,Caustic Bronco,Combo,9,2,0.2222222222222222
Season-5,e9be371c-c688-44ad-ab71-bd4c9f242d58,Force of Negation,Combo,26,18,0.6923076923076923
Season-5,ea1feac0-d3a7-45eb-9719-1cdaf51ea0b6,Mox Sapphire,Combo,30,16,0.5333333333333333
Season-5,ea1feac0-d3a7-45eb-9719-1cdaf51ea0b6,Mox Sapphire,Control,9,6,0.6666666666666666
Season-5,ebc01ab4-d89a-4d25-bf54-6aed33772f4b,Force of Will,Combo,17,13,0.7647058823529411
Season-5,ebeafbc2-0399-4335-8f63-76a3e085e8c6,Evolved Sleeper,Combo,9,2,0.2222222222222222
Season-5,ebeafbc2-0399-4335-8f63-76a3e085e8c6,Evolved Sleeper,Control,27,10,0.3703703703703703
Season-5,ec3de5f4-bb55-4ab9-995f-f3e0dc22c1bb,Voice of Victory,Aggro,43,21,0.4883720930232558
Season-5,eca8d6f8-c6f1-437c-99e2-4281eae14a6f,Fateful Absence,Aggro,9,4,0.4444444444444444
Season-5,eca8d6f8-c6f1-437c-99e2-4281eae14a6f,Fateful Absence,Control,9,6,0.6666666666666666
Season-5,ed0216a0-c5c9-4a99-b869-53e4d0256326,Mox Pearl,Aggro,18,9,0.5
Season-5,ed0216a0-c5c9-4a99-b869-53e4d0256326,Mox Pearl,Control,18,10,0.5555555555555556
Season-5,ee8e9928-d9b2-4570-adb8-44b34115decd,Tireless Tracker,Aggro,11,8,0.7272727272727273
Season-5,ee8e9928-d9b2-4570-adb8-44b34115decd,Tireless Tracker,Aggro-Combo,8,4,0.5
Season-5,ee8e9928-d9b2-4570-adb8-44b34115decd,Tireless Tracker,Control,9,4,0.4444444444444444
Season-5,eeeffc0b-dc92-458e-ad58-86ff6077a508,Sentinel of the Nameless City,Aggro,22,15,0.6818181818181818
Season-5,f0192cf7-3391-4720-b9c8-72dec5dde01e,Bloodtithe Harvester,Aggro,10,3,0.3
Season-5,f0192cf7-3391-4720-b9c8-72dec5dde01e,Bloodtithe Harvester,Combo,10,6,0.6
Season-5,f0192cf7-3391-4720-b9c8-72dec5dde01e,Bloodtithe Harvester,Control,9,5,0.5555555555555556
Season-5,f05e9a3e-8a35-4687-85cb-e31b3927a5e2,Daze,Aggro,19,13,0.6842105263157895
Season-5,f05e9a3e-8a35-4687-85cb-e31b3927a5e2,Daze,Combo,10,7,0.7
Season-5,f05e9a3e-8a35-4687-85cb-e31b3927a5e2,Daze,Control,27,16,0.5925925925925926
Season-5,f1a21287-e244-4960-84fb-c4f6e5c346d9,Third Path Iconoclast,Aggro-Control (Tempo),10,6,0.6
Season-5,f1a21287-e244-4960-84fb-c4f6e5c346d9,Third Path Iconoclast,Combo,19,10,0.5263157894736842
Season-5,f1a21287-e244-4960-84fb-c4f6e5c346d9,Third Path Iconoclast,Control,8,2,0.25
Season-5,f1e5cafb-b0e6-4ee5-8c58-6f8e5ef2b9da,Virtue of Persistence // Locthwain Scorn,Combo,20,12,0.6
Season-5,f1e5cafb-b0e6-4ee5-8c58-6f8e5ef2b9da,Virtue of Persistence // Locthwain Scorn,Control,10,7,0.7
Season-5,f231caf8-56c0-4719-a90d-5e5efbee3148,Den of the Bugbear,Aggro,19,8,0.4210526315789473
Season-5,f33d3948-fe7b-4c3b-ab67-1022623fbb2b,"Toby, Beastie Befriender",Aggro,10,3,0.3
Season-5,f33d3948-fe7b-4c3b-ab67-1022623fbb2b,"Toby, Beastie Befriender",Control,9,2,0.2222222222222222
Season-5,f3537373-ef54-4578-9d05-6216420ee349,Esper Sentinel,Aggro,19,9,0.4736842105263157
Season-5,f3537373-ef54-4578-9d05-6216420ee349,Esper Sentinel,Control,9,6,0.6666666666666666
Season-5,f46a9329-7b91-441d-8653-50c1152c9120,"Kellan, Planar Trailblazer",Aggro,29,16,0.5517241379310345
Season-5,f5fb426a-5618-4dd4-9c51-0cc847be8c1d,,Control,19,10,0.5263157894736842
Season-5,f61693a2-7042-44e0-85ba-9bf12ab94e7e,Suplex,Aggro,19,13,0.6842105263157895
Season-5,f61693a2-7042-44e0-85ba-9bf12ab94e7e,Suplex,Combo,8,2,0.25
Season-5,f61693a2-7042-44e0-85ba-9bf12ab94e7e,Suplex,Control,10,5,0.5
Season-5,f62fd592-4910-417d-a500-e7029f3d119f,Kitesail Freebooter,Control,36,15,0.4166666666666667
Season-5,f632be90-9e7f-41f8-a52e-a2952354d730,Descendant of Storms,Aggro,39,19,0.4871794871794871
Season-5,f6ca59cd-8779-4a84-a54b-e863b79c61f0,Underground Mortuary,Combo,9,2,0.2222222222222222
Season-5,f6ca59cd-8779-4a84-a54b-e863b79c61f0,Underground Mortuary,Control,8,2,0.25
Season-5,f83ed433-fae3-4fa5-acad-bb8a5b535ce3,Coveted Jewel,Combo,10,5,0.5
Season-5,f88d81d9-8ded-4c20-8237-2218046595fb,"Shadow, Mysterious Assassin",Combo,9,2,0.2222222222222222
Season-5,f88d81d9-8ded-4c20-8237-2218046595fb,"Shadow, Mysterious Assassin",Control,9,3,0.3333333333333333
Season-5,f9246b68-580f-4f53-883d-7900880e4b0d,Six,Aggro,11,7,0.6363636363636364
Season-5,f9246b68-580f-4f53-883d-7900880e4b0d,Six,Control-Aggro (Midrange),9,6,0.6666666666666666
Season-5,fa7a55aa-ae61-4933-b7a4-dcc55dac6fcd,"Inti, Seneschal of the Sun",Aggro,32,18,0.5625
Season-5,fa7a55aa-ae61-4933-b7a4-dcc55dac6fcd,"Inti, Seneschal of the Sun",Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,fa7b7897-36e0-415a-8bb7-602886164852,Show and Tell,Combo,26,15,0.5769230769230769
Season-5,fa87bf1e-2062-4983-b1c4-98bffea69a4c,Pyrogoyf,Aggro,19,13,0.6842105263157895
Season-5,fa87bf1e-2062-4983-b1c4-98bffea69a4c,Pyrogoyf,Combo,10,6,0.6
Season-5,fadb218d-29e2-42d1-a7a1-1066741d63ad,Mox Diamond,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,fadb218d-29e2-42d1-a7a1-1066741d63ad,Mox Diamond,Combo,11,7,0.6363636363636364
Season-5,fadb218d-29e2-42d1-a7a1-1066741d63ad,Mox Diamond,Control,9,6,0.6666666666666666
Season-5,fc310a26-b6a0-4e42-98ab-bdfd7b06cb63,"Beza, the Bounding Spring",Control,20,11,0.55
Season-5,fc7d1912-7e27-49ef-bd98-375d975a42b0,Starting Town,Aggro,8,6,0.75
Season-5,fc7d1912-7e27-49ef-bd98-375d975a42b0,Starting Town,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-5,fc7d1912-7e27-49ef-bd98-375d975a42b0,Starting Town,Combo,19,8,0.4210526315789473
Season-5,fd52688a-39fd-430f-b950-cb56e0004396,Talisman of Curiosity,Control,9,6,0.6666666666666666
Season-5,fd97b3cf-924e-4f77-bb82-0bf19592389f,Dreadhorde Arcanist,Aggro,10,3,0.3
Season-5,fd97b3cf-924e-4f77-bb82-0bf19592389f,Dreadhorde Arcanist,Aggro-Control (Tempo),19,11,0.5789473684210527
Season-5,fd99bce1-ce39-464b-8e61-2631eb3ed6f6,Tolarian Academy,Combo,18,7,0.3888888888888889
Season-5,fd99bce1-ce39-464b-8e61-2631eb3ed6f6,Tolarian Academy,Control,9,6,0.6666666666666666
Season-5,fe30c0ff-f74b-456a-a61e-3720d84d713f,Parallax Wave,Aggro,19,13,0.6842105263157895
Season-5,fe30c0ff-f74b-456a-a61e-3720d84d713f,Parallax Wave,Combo,10,3,0.3
Season-5,fe30c0ff-f74b-456a-a61e-3720d84d713f,Parallax Wave,Control,8,5,0.625
Season-5,fe964e7e-e2c5-4263-889d-0a531eb51442,Luminarch Aspirant,Aggro,32,18,0.5625
Season-5,fe964e7e-e2c5-4263-889d-0a531eb51442,Luminarch Aspirant,Control,9,5,0.5555555555555556
Season-5,ff590af2-2d6c-4f16-a9b8-1a6dab6e9ad5,Echo of Eons,Combo,19,12,0.631578947368421
Season-5,ff590af2-2d6c-4f16-a9b8-1a6dab6e9ad5,Echo of Eons,Combo-Control,9,2,0.2222222222222222
Season-5,ff84ea71-e477-44f7-a3f8-77fef708efeb,Thieving Skydiver,Combo,11,7,0.6363636363636364
Season-5,ff84ea71-e477-44f7-a3f8-77fef708efeb,Thieving Skydiver,Combo-Control,10,5,0.5
Season-5,ff84ea71-e477-44f7-a3f8-77fef708efeb,Thieving Skydiver,Control,9,5,0.5555555555555556
Season-All,0020c31b-002a-4121-bc61-2c2c16e9afc8,Ornery Tumblewagg,Aggro,8,5,0.625
Season-All,0020c31b-002a-4121-bc61-2c2c16e9afc8,Ornery Tumblewagg,Aggro-Combo,20,12,0.6
Season-All,0020c31b-002a-4121-bc61-2c2c16e9afc8,Ornery Tumblewagg,Control-Aggro (Midrange),9,2,0.2222222222222222
Season-All,0027e5ca-8046-40a0-bd73-79be55f28bff,Remand,Aggro-Combo,9,6,0.6666666666666666
Season-All,0027e5ca-8046-40a0-bd73-79be55f28bff,Remand,Aggro-Control (Tempo),20,12,0.6
Season-All,0027e5ca-8046-40a0-bd73-79be55f28bff,Remand,Combo,48,27,0.5625
Season-All,0027e5ca-8046-40a0-bd73-79be55f28bff,Remand,Combo-Control,19,11,0.5789473684210527
Season-All,0027e5ca-8046-40a0-bd73-79be55f28bff,Remand,Control,27,7,0.2592592592592592
Season-All,0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures",Aggro,25,15,0.6
Season-All,0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures",Aggro-Combo,27,15,0.5555555555555556
Season-All,0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures",Combo-Control,9,3,0.3333333333333333
Season-All,0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures",Control,20,12,0.6
Season-All,0055ea30-20fb-4324-a632-8fed87628f05,"Boseiju, Who Endures",Control-Aggro (Midrange),38,13,0.3421052631578947
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Aggro,28,15,0.5357142857142857
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Aggro-Combo,17,10,0.5882352941176471
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Combo,9,3,0.3333333333333333
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Combo-Control,20,14,0.7
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Control,18,9,0.5
Season-All,005dae9a-dddc-4a11-95bb-cce319edcce4,Skullclamp,Control-Aggro (Midrange),10,7,0.7
Season-All,006d2bf1-20f7-4b09-8d98-8233d91682bd,Flame Slash,Aggro,65,33,0.5076923076923077
Season-All,006d2bf1-20f7-4b09-8d98-8233d91682bd,Flame Slash,Aggro-Control (Tempo),19,11,0.5789473684210527
Season-All,006d2bf1-20f7-4b09-8d98-8233d91682bd,Flame Slash,Control,30,21,0.7
Season-All,00cb17a0-5a13-4d02-b7fb-f99531bc8ca5,Dark Depths,Combo,41,20,0.4878048780487805
