season_id,scryfallId,card_name,games_played,games_won,game_win_rate
Season-4,0ab6bfbd-d2e1-4c4c-9f91-6f69c5b8e3bb,Waterlogged Grove,0.0,0.0,0.0
Season-4,0ad38866-fc5f-4f62-89c1-afc0f50765aa,Novice Inspector,104.0,58.0,0.5576923076923077
Season-4,0adcd4e5-d542-4293-8774-ace2305ef820,Walk-In Closet // Forgotten Cellar,74.0,38.0,0.5135135135135135
Season-4,0c0e7131-db26-448d-afda-f48337a026f0,Pyroclasm,20.0,12.0,0.6
Season-4,0c3bc412-689f-4385-807b-ed60d6276d76,Grim Monolith,62.0,24.0,0.3870967741935484
Season-4,0c3d7e2c-a104-4757-9984-fb31088f92c4,Cryptic Coat,79.0,36.0,0.4556962025316455
Season-4,0c9a7cb0-5bff-48ff-b620-2838816ac9b5,Counterspell,84.0,44.0,0.5238095238095238
Season-4,0cb33b46-4d1b-4f97-bfdc-d815aee111da,Mana Crypt,105.0,65.0,0.6190476190476191
Season-4,0ce44270-a684-4489-9077-521456e6dfaa,Lórien Revealed,99.0,50.0,0.5050505050505051
Season-4,0d08f5e4-d2d3-4659-86d4-a983d80e3b2c,Tundra,65.0,36.0,0.5538461538461539
Season-4,0d16e8e0-31b2-4389-afd6-783c501f6fa0,"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger",113.0,65.0,0.5752212389380531
Season-4,0d60eabe-b281-4eba-9c26-287364ed2067,Earthshaker Khenra,37.0,16.0,0.4324324324324324
Season-4,0da69523-cece-425a-b08a-fb27fac29374,Figure of Destiny,56.0,30.0,0.5357142857142857
Season-4,0e0d989d-7186-40dc-bdfe-cfbb77656bc8,"Emrakul, the Aeons Torn",56.0,28.0,0.5
Season-4,0e51d796-7279-4c06-87f0-37adbdaa41df,Underworld Breach,71.0,38.0,0.5352112676056338
Season-4,0e606072-a3aa-4300-ba90-ec92a721fa76,"Jace, the Mind Sculptor",55.0,27.0,0.4909090909090909
Season-4,0e9aeaa8-9a75-4719-992f-cbb316f72175,Savannah,75.0,42.0,0.56
Season-4,0ecbe097-ba51-42e5-957c-382eb66c08f0,Robber of the Rich,102.0,56.0,0.5490196078431373
Season-4,0eee981e-5d26-4810-90e1-432f3c3107f2,Reclamation Sage,53.0,25.0,0.4716981132075472
Season-4,0f3c8470-1cc8-4383-8782-c022867d46e8,"Tezzeret, Agent of Bolas",9.0,3.0,0.3333333333333333
Season-4,0f427f0b-034c-4821-8758-e395c0042d8a,Creeping Tar Pit,0.0,0.0,0.0
Season-4,0f7585c8-9e21-4eef-afc1-2852de23db2f,Polluted Delta,86.0,42.0,0.4883720930232558
Season-4,0fb4c734-c698-46f2-bc78-5f036f472e5b,Unholy Annex // Ritual Chamber,28.0,10.0,0.3571428571428571
Season-4,0fe070f4-8877-4280-b8fd-869f3ac34ab6,Sheltering Landscape,17.0,7.0,0.4117647058823529
Season-4,10158a5e-5a03-41ab-85d2-0907ccf32c9b,Dack Fayden,74.0,35.0,0.4729729729729729
Season-4,1066a94a-8e4f-4d77-820b-7a77a18116f0,Wooded Foothills,81.0,44.0,0.5432098765432098
Season-4,106f9629-b3aa-4703-82fb-c1e771bbce72,The Wandering Emperor,53.0,26.0,0.490566037735849
Season-4,107492bd-b32f-4692-917c-7771986b5bf7,Thespian's Stage,71.0,36.0,0.5070422535211268
Season-4,1132218d-56cd-441e-9006-df3c50344491,Joraga Treespeaker,96.0,38.0,0.3958333333333333
Season-4,113f48b9-a972-4e2c-af95-05ab078e01f2,Tranquil Landscape,19.0,9.0,0.4736842105263157
Season-4,1163fe84-c5d5-42c8-b7cd-d206a9b0bd3f,Tireless Provisioner,66.0,34.0,0.5151515151515151
Season-4,1192f7a9-102e-4b3a-b154-18c8eb332217,"Ulamog, the Ceaseless Hunger",0.0,0.0,0.0
Season-4,1290e00b-c41b-4e30-8b65-a7fd4356d462,Mind's Desire,0.0,0.0,0.0
Season-4,139b90cd-8272-457a-be32-1298145345be,Watery Grave,85.0,46.0,0.5411764705882353
Season-4,14065271-d942-42a8-aa38-d8a622c0375d,Scrubland,64.0,31.0,0.484375
Season-4,1453f92e-df2d-4789-aa1b-a5b5c51567d4,Preordain,116.0,53.0,0.4568965517241379
Season-4,1571b584-9007-45ee-a3c3-6c72f227fee2,Mystical Tutor,91.0,42.0,0.4615384615384615
Season-4,158c000e-7960-4518-b034-a529622b7bf1,,0.0,0.0,0.0
Season-4,15c34f32-49d9-4a0d-83b2-28172f54fdd1,Crop Rotation,58.0,25.0,0.4310344827586206
Season-4,15db4353-9c46-4fe4-b22e-0cf024aa9dfc,Grim Lavamancer,47.0,25.0,0.5319148936170213
Season-4,15faa763-b897-4e86-b094-73f3236291a9,Verdant Catacombs,95.0,50.0,0.5263157894736842
Season-4,162018eb-5483-4fa2-9c5a-abb639eecf91,"Kiki-Jiki, Mirror Breaker",47.0,25.0,0.5319148936170213
Season-4,162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71,Mind Stone,49.0,23.0,0.4693877551020408
Season-4,1658f12b-8ac5-4d29-86d5-f20c4d5f7e48,Vindicate,19.0,6.0,0.3157894736842105
Season-4,16c8d2fa-54a7-46e8-980c-905258497c90,Arid Mesa,109.0,65.0,0.5963302752293578
Season-4,1716b4dd-9045-462b-b053-72de450a8cde,Blood Crypt,77.0,42.0,0.5454545454545454
Season-4,17260fff-b239-4af4-9306-3236ae3fa5a5,Thundering Falls,65.0,32.0,0.4923076923076923
Season-4,175b3d28-5c74-4972-9b5c-5e39762c78f4,Relic of Sauron,63.0,24.0,0.3809523809523809
Season-4,1785cb18-c291-4fd5-b8c7-ace893c32e49,Mesmeric Fiend,82.0,40.0,0.4878048780487805
Season-4,17db2b6a-eaa8-4a08-9e86-370bbd058574,Bayou,95.0,52.0,0.5473684210526316
Season-4,17f28b16-da65-41a8-ba4f-f1c5e104aad6,Council's Judgment,85.0,48.0,0.5647058823529412
Season-4,18092f68-b96e-4084-9eba-b240d2195d81,"Adeline, Resplendent Cathar",66.0,31.0,0.4696969696969697
Season-4,187b6719-e5ed-4615-a00b-3313ceca055b,Currency Converter,37.0,18.0,0.4864864864864865
Season-4,187e887c-c39d-4d25-a506-cdc95fc70316,"Gideon, Ally of Zendikar",55.0,24.0,0.4363636363636363
Season-4,18a3cca1-e50e-49b6-9e1a-f86640e3b177,Snuff Out,96.0,53.0,0.5520833333333334
Season-4,18adbda4-8d36-47cd-afbc-c785aaa8ed80,Blightsteel Colossus,46.0,15.0,0.3260869565217391
Season-4,18bd50f2-c3ba-4217-a2d5-bb771e199706,Vampiric Tutor,106.0,47.0,0.4433962264150943
Season-4,18f23daa-bc59-456a-8a28-3823e51bc74b,Night's Whisper,78.0,43.0,0.5512820512820513
Season-4,19316cbb-d1af-4ab7-b588-78637503e986,,0.0,0.0,0.0
Season-4,19477aca-b8db-4061-9a78-ebb189a9df22,Breeding Pool,79.0,40.0,0.5063291139240507
Season-4,19557351-b65f-4b04-b971-66abdc07000a,Stoneforge Mystic,56.0,34.0,0.6071428571428571
Season-4,19adde22-e5eb-4815-beb6-c520b3274cc9,Lotus Cobra,90.0,42.0,0.4666666666666667
Season-4,1a55c370-d396-4c73-8ee2-83dc4c124005,The Goose Mother,53.0,21.0,0.3962264150943396
Season-4,1a6f256b-943e-4cfb-9fc9-d1ded68b5f97,Chart a Course,46.0,23.0,0.5
Season-4,1ac01fff-4de6-4783-9489-4127e25bc641,Prismatic Vista,86.0,44.0,0.5116279069767442
Season-4,1af92296-455a-425e-9397-a96d09937767,Incinerate,70.0,32.0,0.4571428571428571
Season-4,1b2ecf55-c1cc-4b28-b7ce-e1b25305155e,Lightning Helix,0.0,0.0,0.0
Season-4,1b6ef5f5-4058-4f89-a573-9e2da87a9f2e,Steel Seraph,42.0,16.0,0.3809523809523809
Season-4,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,Reprieve,84.0,43.0,0.5119047619047619
Season-4,1be9d9a4-d7ee-4854-abc2-85cabf993ec9,Archon of Cruelty,56.0,26.0,0.4642857142857143
Season-4,1c0f2873-5849-4cab-855a-2fbbc41dbb6c,Chaos Defiler,69.0,42.0,0.6086956521739131
Season-4,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Overgrown Tomb,70.0,39.0,0.5571428571428572
Season-4,1daf4348-05c5-4c55-bcf2-c7bec7988bfc,Plateau,80.0,46.0,0.575
Season-4,1dd64b1d-bcef-476c-bf0b-3ac7df7cbed3,"Nissa, Ascended Animist",40.0,24.0,0.6
Season-4,1e0c695d-62f9-4805-9e2f-7032e8464136,No More Lies,36.0,14.0,0.3888888888888889
Season-4,1e2fee55-227b-4373-a3f7-b463f220033f,Tinker,89.0,35.0,0.3932584269662921
Season-4,1e3259f8-ee93-4b02-b8e1-a7bd6dd698ca,"Uro, Titan of Nature's Wrath",0.0,0.0,0.0
Season-4,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Forth Eorlingas!,110.0,63.0,0.5727272727272728
Season-4,1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,Thirst for Discovery,54.0,23.0,0.4259259259259259
Season-4,1ee98955-4c47-4d45-9377-608dfa755337,Bone Shards,81.0,41.0,0.5061728395061729
Season-4,1f123ad6-fe84-4fed-9c0f-6b41921e9c26,Deceiver Exarch,20.0,12.0,0.6
Season-4,1f2f7d4b-aa65-42ed-a441-8e35be96743c,Orcish Lumberjack,31.0,18.0,0.5806451612903226
Season-4,1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Fanatic of Rhonas,77.0,30.0,0.3896103896103896
Season-4,1fa48620-4c3d-4f75-be1f-c12c4aa59f51,"Golos, Tireless Pilgrim",11.0,4.0,0.3636363636363636
Season-4,1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Endurance,59.0,27.0,0.4576271186440678
Season-4,1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,Everflowing Chalice,67.0,19.0,0.2835820895522388
Season-4,205df311-a72d-40f1-b2ea-9b30274bc9bd,Knight of the Reliquary,30.0,13.0,0.4333333333333333
Season-4,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Sneak Attack,86.0,45.0,0.5232558139534884
Season-4,216a8e4e-ea7b-41c7-a982-b5751025ff25,Scrapheap Scrounger,35.0,21.0,0.6
Season-4,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Adanto Vanguard,97.0,52.0,0.5360824742268041
Season-4,224d904a-5972-4152-878a-9a922e7a55b6,"Titania, Protector of Argoth",51.0,28.0,0.5490196078431373
Season-4,229a0d4a-3777-451d-a2fb-f1a2fdf8019f,Spara's Headquarters,58.0,22.0,0.3793103448275862
Season-4,2398892d-28e9-4009-81ec-0d544af79d2b,Ancestral Recall,111.0,58.0,0.5225225225225225
Season-4,23b95b26-0bbf-4fa1-80c1-f621f1a1b947,Damn,38.0,13.0,0.3421052631578947
Season-4,2424f2c4-366b-42cf-bf4b-a8a5bfdd2c4b,Life // Death,60.0,34.0,0.5666666666666667
Season-4,245cdc59-d560-4c10-b721-f51cc312e370,Mishra's Factory,45.0,22.0,0.4888888888888889
Season-4,247939d9-87e9-4f01-b223-fb4cfa7dbbe1,Mana Leak,85.0,46.0,0.5411764705882353
Season-4,2487d124-210b-4808-888c-cd0a78aebd90,Molten Collapse,29.0,18.0,0.6206896551724138
Season-4,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Misty Rainforest,106.0,66.0,0.6226415094339622
Season-4,24a76568-a2d4-41a6-88b8-fa5ed4093930,Celestial Colonnade,0.0,0.0,0.0
Season-4,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,86.0,51.0,0.5930232558139535
Season-4,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Abrade,83.0,41.0,0.4939759036144578
Season-4,24e58478-c6a8-4f86-854a-a489c99bd777,Usher of the Fallen,84.0,46.0,0.5476190476190477
Season-4,25b0b816-0583-44aa-9dc5-f3ff48993a51,Gaea's Cradle,86.0,50.0,0.5813953488372093
Season-4,2605df98-0b02-4aab-bc36-01e93c693743,Territorial Kavu,48.0,27.0,0.5625
Season-4,2616aa0e-8413-4e63-877c-bffd5263f552,Porcelain Legionnaire,92.0,40.0,0.4347826086956521
Season-4,261ac92e-c61a-4c11-aa6a-9ae1cb703e5c,Dreams of Steel and Oil,57.0,34.0,0.5964912280701754
Season-4,26c68473-70ca-40ba-b5c6-71ec30f88a2c,Damnation,68.0,37.0,0.5441176470588235
Season-4,26d40e03-6de4-4373-9fbf-04c1dd79e995,Jetmir's Garden,89.0,55.0,0.6179775280898876
Season-4,2744ac83-a79f-4042-8720-688b5adda382,Nurturing Peatland,0.0,0.0,0.0
Season-4,275471e3-ded1-40ac-91ef-369dce5764d9,Inventors' Fair,0.0,0.0,0.0
Season-4,277bc4e5-f43a-4f1e-a7e9-11796e78fcdf,Blade Splicer,0.0,0.0,0.0
Season-4,28667c8b-d02c-4e57-a050-1549207b65d1,Thragtusk,50.0,28.0,0.56
Season-4,28bb8ec0-9729-4aa1-8ce4-a3a5598b0d70,Soul Partition,0.0,0.0,0.0
Season-4,28f1d784-f286-418d-a712-bc07ad10d4a2,Copperline Gorge,0.0,0.0,0.0
Season-4,29148d7e-b398-4e19-a29e-d9a660ad5016,Mirage Mirror,49.0,20.0,0.4081632653061224
Season-4,29632951-3c3d-478c-8c5a-9a34f30a5c28,Dauthi Voidwalker,96.0,55.0,0.5729166666666666
Season-4,296574c6-3933-4ab3-b591-72514b244da9,,0.0,0.0,0.0
Season-4,299f1f93-ecee-4ed8-a77e-6ebc4b85328d,Beast Within,0.0,0.0,0.0
Season-4,2a717b98-cdac-416d-bf6c-f6b6638e65d1,"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",94.0,46.0,0.4893617021276595
Season-4,2adea3ee-138f-455b-a001-586883c44758,,0.0,0.0,0.0
Season-4,2ae6828e-ff19-45db-8b59-61616353491f,Deceptive Landscape,29.0,9.0,0.3103448275862069
Season-4,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Exploration,63.0,31.0,0.492063492063492
Season-4,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e,Strip Mine,98.0,49.0,0.5
Season-4,2b5801fb-2026-4f25-98bc-ebb2f99684b9,Undercity Sewers,55.0,35.0,0.6363636363636364
Season-4,2b73d294-6ab1-4051-9b0f-d8e335d37674,Unholy Heat,84.0,47.0,0.5595238095238095
Season-4,2b74bb81-fb9a-40e5-a941-e517430b52f5,Indatha Triome,62.0,27.0,0.4354838709677419
Season-4,2b9b0195-beda-403e-bc27-7ae3be9f318c,Temple Garden,88.0,46.0,0.5227272727272727
Season-4,2be39749-ad6f-4160-99eb-c677eee7f1b2,Thraben Inspector,95.0,50.0,0.5263157894736842
Season-4,2bf2da97-3331-4614-b4ff-f03d061500a7,Fire Covenant,82.0,44.0,0.5365853658536586
Season-4,2c695df6-6bf2-4e6b-8500-e3116137ca27,Jacked Rabbit,89.0,37.0,0.4157303370786517
Season-4,2d9b12cc-f616-4b52-91eb-a430e70f9251,Wrath of God,27.0,12.0,0.4444444444444444
Season-4,2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa,Ephemerate,46.0,19.0,0.4130434782608695
Season-4,2dc16614-5cf8-444d-a5ae-cac25018af68,Burst Lightning,75.0,45.0,0.6
Season-4,2e139ad1-1079-49e9-babd-6399c44ad333,Seasoned Pyromancer,38.0,27.0,0.7105263157894737
Season-4,2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Cast into the Fire,47.0,29.0,0.6170212765957447
Season-4,2f8f22fb-7291-4517-9b15-e98501f2856b,Splinter Twin,39.0,22.0,0.5641025641025641
Season-4,3003d481-1b52-4aa9-bbdc-e948fbc8d49d,Sylvan Library,69.0,41.0,0.5942028985507246
Season-4,3027e6c5-eed3-44e7-bb12-67569721af99,Goryo's Vengeance,19.0,9.0,0.4736842105263157
Season-4,3028075c-5fc5-4942-a984-1ffcf7a8933d,Knight of Autumn,80.0,41.0,0.5125
Season-4,30377bf0-d9b1-4c14-8dde-f74b1e02d604,Gilded Goose,113.0,53.0,0.4690265486725664
Season-4,307543ca-8e17-433f-9758-4c77da6c0870,Thief of Sanity,0.0,0.0,0.0
Season-4,310a1c46-8331-4a09-9fcb-d942f8102364,Thoughtseize,100.0,67.0,0.67
Season-4,311a6257-dd77-4bb6-81cb-c8e7862350f3,Necromancy,75.0,45.0,0.6
Season-4,312a6058-de08-487d-95bd-b3c56807fdd6,Crucible of Worlds,0.0,0.0,0.0
Season-4,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Expressive Iteration,76.0,33.0,0.4342105263157895
Season-4,32126592-a988-4171-b52e-cca80b881aff,,0.0,0.0,0.0
Season-4,3277ad99-5682-4baa-b106-de15721876a6,Glorybringer,59.0,36.0,0.6101694915254238
Season-4,327cf118-cc92-4073-85d0-94d2a0a6989a,Scalding Tarn,96.0,52.0,0.5416666666666666
Season-4,329a8738-3e17-403a-857a-0ba529ce8cd1,Walking Ballista,96.0,40.0,0.4166666666666667
Season-4,329f3aca-6db7-41d3-95b2-c479d14b7fa3,"Trostani, Three Whispers",0.0,0.0,0.0
Season-4,32a180dd-9641-4546-8940-9b21084f0c71,Lightning Bolt,91.0,48.0,0.5274725274725275
Season-4,32aa6e33-221f-414c-9b51-850d97a7e051,Galvanic Discharge,69.0,38.0,0.5507246376811594
Season-4,32e29c7d-ed4b-4eff-b3c2-d99e5b63ef8d,Sunfall,27.0,10.0,0.3703703703703703
Season-4,33672990-4860-4aa6-ac1b-f9da66f5da59,Wurmcoil Engine,67.0,32.0,0.4776119402985074
Season-4,33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Flametongue Yearling,57.0,34.0,0.5964912280701754
Season-4,33ca68a6-474e-4d86-bffa-ee4bddb4a3cf,Fellwar Stone,53.0,22.0,0.4150943396226415
Season-4,345a1c80-41d6-43b1-83ab-1aa56dd06b1b,Bitter Reunion,11.0,4.0,0.3636363636363636
Season-4,345a4aee-5846-4ae9-9af1-4c8fe8d692ec,Winds of Abandon,91.0,41.0,0.4505494505494505
Season-4,345e053a-3178-485c-8602-1624bbf2f064,Razorverge Thicket,0.0,0.0,0.0
Season-4,345fd005-5052-4500-a260-3649500e21f4,Mulldrifter,18.0,11.0,0.6111111111111112
Season-4,3462a3d0-5552-49fa-9eb7-100960c55891,"Oko, Thief of Crowns",75.0,29.0,0.3866666666666666
Season-4,35f1a6ba-e46f-44fb-93f4-fb883d677b36,Baleful Mastery,65.0,34.0,0.5230769230769231
Season-4,377cee38-e769-47b0-abd5-0f528600f36a,Badlands,88.0,48.0,0.5454545454545454
Season-4,37dbe1a3-3c44-452b-9fb9-37f5d793d0b5,Memory Jar,65.0,33.0,0.5076923076923077
Season-4,39b41cb3-ca3d-4389-8f66-e1f77f5fb683,Fact or Fiction,39.0,20.0,0.5128205128205128
Season-4,39c431d7-d94b-46c4-bb89-f3db56214ab4,Elvish Reclaimer,50.0,26.0,0.52
Season-4,3a2d7cf9-dddb-4de3-b4f2-c52e3ec8fb4b,Brain Freeze,80.0,46.0,0.575
Season-4,3a9d1082-a862-45d4-9e5e-392e879fead6,Zuran Orb,51.0,27.0,0.5294117647058824
Season-4,3b214b6f-4734-4200-8467-92d7e3469b5d,Tezzeret the Seeker,64.0,24.0,0.375
Season-4,3b5233ff-03bc-4053-9b49-c4185c2de38d,Restoration Angel,66.0,30.0,0.4545454545454545
Season-4,3b6e5956-f795-451b-bb24-56462d1ced27,Umezawa's Jitte,76.0,29.0,0.3815789473684211
Season-4,3ba95ffa-990a-4013-98b7-5d8c0b34e9c4,Fyndhorn Elves,0.0,0.0,0.0
Season-4,3bd1ec98-8188-4649-899e-b0972509fc7e,Firebolt,52.0,28.0,0.5384615384615384
Season-4,3c02b8ee-84cb-44cb-ba14-9e725a9d03ee,Ponder,90.0,42.0,0.4666666666666667
Season-4,3c0f5411-1940-410f-96ce-6f92513f753a,Goblin Guide,0.0,0.0,0.0
Season-4,3c1bf210-ecdb-4b49-8504-51360c269e66,Rolling Earthquake,0.0,0.0,0.0
Season-4,3c3ac3dd-35db-447f-8674-37b4680a1ef7,Leyline Binding,59.0,32.0,0.5423728813559322
Season-4,3ca1e1de-b916-445f-b3b2-0f4d0cc7ceeb,Stern Scolding,66.0,30.0,0.4545454545454545
Season-4,3d3025a2-4a17-4137-ba0b-bd676c6f5f88,"Tinybones, the Pickpocket",68.0,34.0,0.5
Season-4,3d71be5f-0fd7-4a88-8041-f4d6bc4cc9ac,Blackcleave Cliffs,0.0,0.0,0.0
Season-4,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,"Gut, True Soul Zealot",102.0,63.0,0.6176470588235294
Season-4,3e1766e9-2fa7-4446-a255-7beea1467ece,Lion Sash,0.0,0.0,0.0
Season-4,3e7da55c-7f05-46b2-aa3c-17f8d5df46bb,Scion of Draco,22.0,11.0,0.5
Season-4,3ee3945e-5089-4751-b7b3-5961c39d2a33,Nethergoyf,63.0,34.0,0.5396825396825397
Season-4,3f3c77ad-fce8-4506-90e1-7ef71552a71c,Wheel of Fortune,86.0,41.0,0.4767441860465116
Season-4,3faa8c5e-9e1b-4cee-b322-a033bf33dcbc,Hymn to Tourach,38.0,23.0,0.6052631578947368
Season-4,400382a4-aea2-4827-b06a-1b0b3745908b,Noble Hierarch,114.0,61.0,0.5350877192982456
Season-4,416d2d51-8f29-4e95-b037-e8c32b081e6c,Mana Drain,74.0,42.0,0.5675675675675675
